 -1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    0.000000E+00
 -5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    0.000000E+00
  5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    0.000000E+00
  1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    0.000000E+00
 -1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    7.375000E+00
 -5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    7.375000E+00
  5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    7.375000E+00
  1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    7.375000E+00
 -1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    1.475000E+01
 -5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    1.475000E+01
  5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    1.475000E+01
  1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    1.475000E+01
 -1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.212500E+01
 -5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.212500E+01
  5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.212500E+01
  1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.212500E+01
 -1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.950000E+01
 -5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.950000E+01
  5.000000E-01   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.950000E+01
  1.500000E+00   0.000000E+00  -2.800000E+00    0.000000E+00    0.000000E+00    2.000000E-02    8.000000E-03    0.000000E+00    2.950000E+01
